radix,infinitve,1.pers-singular-präsens,2.pers-singular-präsens,3.pers-singular-präsens,1.pers-singular-präteritum,partizip 2,1.pers-konjunktiv 2,imperativ-singular,imperativ-plural,hilfsverb
knick,knicken,knicke,knickst,knickt,knickte,geknickt,knickte,knick,knickt,haben
hineinseh,hineinsehen,sehe hinein,siehst hinein,sieht hinein,sah hinein,hineingesehen,sähe hinein,sieh hinein,seht hinein,haben
bruchland,bruchlanden,—,—,—,—,bruchgelandet,—,—,—,sein
zurückrenn,zurückrennen,renne zurück,rennst zurück,rennt zurück,rannte zurück,zurückgerannt,rennte zurück,renn zurück,rennt zurück,sein
dienstverpflicht,dienstverpflichten,—,—,—,—,dienstverpflichtet,—,—,—,haben
feuerverzink,feuerverzinken,—,—,—,—,feuerverzinkt,—,—,—,haben
hereindring,hereindringen,dringe herein,dringst herein,dringt herein,drang herein,hereingedrungen,dränge herein,dring herein,dringt herein,sein
hingeh,hingehen,gehe hin,gehst hin,geht hin,ging hin,hingegangen,ginge hin,geh hin,geht hin,sein
bajonettier,bajonettieren,bajonettiere,bajonettierst,bajonettiert,bajonettierte,bajonettiert,bajonettierte,bajonettier,bajonettiert,haben
abzwack,abzwacken,zwacke ab,zwackst ab,zwackt ab,zwackte ab,abgezwackt,zwackte ab,zwack ab,zwackt ab,haben
sprüh,sprühen,sprühe,sprühst,sprüht,sprühte,gesprüht,sprühte,sprüh,sprüht,haben
gymnastizier,gymnastizieren,gymnastiziere,gymnastizierst,gymnastiziert,gymnastizierte,gymnastiziert,gymnastizierte,gymnastizier,gymnastiziert,haben
ankett,anketten,kette an,kettest an,kettet an,kettete an,angekettet,kettete an,kett an,kettet an,haben
beschlag,beschlagen,beschlage,beschlägst,beschlägt,beschlug,beschlagen,beschlüge,beschlag,beschlagt,haben
guttu,guttun,tue gut,tust gut,tut gut,tat gut,gutgetan,täte gut,tu gut,tut gut,haben
guttier,guttieren,guttiere,guttierst,guttiert,guttierte,guttiert,guttierte,guttier,guttiert,haben
verknitter,verknittern,verknittere,verknitterst,verknittert,verknitterte,verknittert,verknitterte,verknitter,verknittert,haben
schäum,schäumen,schäume,schäumst,schäumt,schäumte,geschäumt,schäumte,schäum,schäumt,haben
supplier,supplieren,suppliere,supplierst,suppliert,supplierte,suppliert,supplierte,supplier,suppliert,haben
kollationier,kollationieren,kollationiere,kollationierst,kollationiert,kollationierte,kollationiert,kollationierte,kollationier,kollationiert,haben
erfrier,erfrieren,erfriere,erfrierst,erfriert,erfror,erfroren,erfröre,erfrier,erfriert,sein
ausleih,ausleihen,leihe aus,leihst aus,leiht aus,lieh aus,ausgeliehen,liehe aus,leih aus,leiht aus,haben
herleih,herleihen,leihe her,leihst her,leiht her,lieh her,hergeliehen,liehe her,leih her,leiht her,haben
aufspür,aufspüren,spüre auf,spürst auf,spürt auf,spürte auf,aufgespürt,spürte auf,spür auf,spürt auf,haben
verflecht,verflechten,verflechte,verflechtest,verflechtet,verflocht,verflochten,verflöchte,verflicht,verflechtet,haben
bing,bingen,binge,bingst,bingt,bingte,gebingt,bingte,binge,bingt,haben
snowboard,snowboarden,snowboarde,snowboardest,snowboardet,snowboardete,gesnowboardet,snowboardete,snowboard,snowboardet,sein
snöb,snöben,snöbe,snöbst,snöbt,snöbte,gesnöbt,snöbte,snöb,snöbt,haben
stuk,stuken,stuke,stukst,stukt,stukte,gestukt,stukte,stuk,stukt,haben
draufstuk,draufstuken,stuke drauf,stukst drauf,stukt drauf,stukte drauf,draufgestukt,stukte drauf,stuk drauf,stukt drauf,haben
draufstoß,draufstoßen,stoße drauf,stößt drauf,stößt drauf,stieß drauf,draufgestoßen,stieße drauf,stoß drauf,stoßt drauf,haben
tamponier,tamponieren,tamponiere,tamponierst,tamponiert,tamponierte,tamponiert,tamponierte,tamponier,tamponiert,haben
schwänzel,schwänzeln,schwänzle,schwänzelst,schwänzelt,schwänzelte,geschwänzelt,schwänzelte,schwänzel,schwänzelt,haben
gummier,gummieren,gummiere,gummierst,gummiert,gummierte,gummiert,gummierte,gummier,gummiert,haben
überkreuz,überkreuzen,überkreuze,überkreuzt,überkreuzt,überkreuzte,überkreuzt,überkreuzte,überkreuz,überkreuzt,haben
beschuldig,beschuldigen,beschuldige,beschuldigst,beschuldigt,beschuldigte,beschuldigt,beschuldigte,beschuldig,beschuldigt,haben
guillochier,guillochieren,guillochiere,guillochierst,guillochiert,guillochierte,guillochiert,guillochierte,guillochier,guillochiert,haben
schlitz,schlitzen,schlitze,schlitzt,schlitzt,schlitzte,geschlitzt,schlitzte,schlitz,schlitzt,haben
boller,bollern,boller,bollerst,bollert,bollerte,gebollert,bollerte,boller,bollert,haben
rumbummel,rumbummeln,bummle rum,bummelst rum,bummelt rum,bummelte rum,rumgebummelt,bummelte rum,bummle rum,bummelt rum,haben
herumbummel,herumbummeln,bummle herum,bummelst herum,bummelt herum,bummelte herum,herumgebummelt,bummelte herum,bummel herum,bummelt herum,haben
brodel,brodeln,brodle,brodelst,brodelt,brodelte,gebrodelt,brodelte,brodel,brodelt,haben
anbahn,anbahnen,bahne an,bahnst an,bahnt an,bahnte an,angebahnt,bahnte an,bahn an,bahnt an,haben
klüngel,klüngeln,klüngle,klüngelst,klüngelt,klüngelte,geklüngelt,klüngelte,klüngle,klüngelt,haben
heranfahr,heranfahren,fahre heran,fährst heran,fährt heran,fuhr heran,herangefahren,führe heran,fahr heran,fahrt heran,sein
einschul,einschulen,schule ein,schulst ein,schult ein,schulte ein,eingeschult,schulte ein,schul ein,schult ein,haben
grundier,grundieren,grundiere,grundierst,grundiert,grundierte,grundiert,grundierte,grundier,grundiert,haben
verklatsch,verklatschen,verklatsche,verklatschst,verklatscht,verklatschte,verklatscht,verklatschte,verklatsch,verklatscht,haben
gutacht,gutachten,gutachte,gutachtest,gutachtet,gutachtete,gegutachtet,gutachtete,gutachte,gutachtet,haben
wegsteck,wegstecken,stecke weg,steckst weg,steckt weg,steckte weg,weggesteckt,steckte weg,steck weg,steckt weg,haben
rankomm,rankommen,komme ran,kommst ran,kommt ran,kam ran,rangekommen,käme ran,komm ran,kommt ran,sein
urass,urassen,urasse,urasst,urasst,urasste,geurasst,urasste,urass,urasst,haben
verurass,verurassen,verurasse,verurasst,verurasst,verurasste,verurasst,verurasste,verurass,verurasst,haben
flens,flensen,flense,flenst,flenst,flenste,geflenst,flenste,flens,flenst,haben
zertrümmer,zertrümmern,zertrümmere,zertrümmerst,zertrümmert,zertrümmerte,zertrümmert,zertrümmerte,zertrümmer,zertrümmert,haben
mitinitiier,mitinitiieren,initiiere mit,initiierst mit,initiiert mit,initiierte mit,mitinitiiert,initiierte mit,initiier mit,initiiert mit,haben
sprenkel,sprenkeln,sprenkle,sprenkelst,sprenkelt,sprenkelte,gesprenkelt,sprenkelte,sprenkel,sprenkelt,haben
benachteilig,benachteiligen,benachteilige,benachteiligst,benachteiligt,benachteiligte,benachteiligt,benachteiligte,benachteilig,benachteiligt,haben
mithab,mithaben,habe mit,hast mit,hat mit,hatte mit,mitgehabt,hätte mit,hab mit,habt mit,haben
vereng,verengen,verenge,verengst,verengt,verengte,verengt,verengte,vereng,verengt,haben
dosier,dosieren,dosiere,dosierst,dosiert,dosierte,dosiert,dosierte,dosier,dosiert,haben
berank,beranken,beranke,berankst,berankt,berankte,berankt,berankte,beranke,berankt,haben
mattier,mattieren,mattiere,mattierst,mattiert,mattierte,mattiert,mattierte,mattier,mattiert,haben
einantwort,einantworten,antworte ein,antwortest ein,antwortet ein,antwortete ein,eingeantwortet,antwortete ein,antworte ein,antwortet ein,haben
überbind,überbinden,überbinde,überbindest,überbindet,überband,überbunden,überbände,überbinde,überbindet,haben
grubber,grubbern,grubbere,grubberst,grubbert,grubberte,gegrubbert,grubberte,grubber,grubbert,haben
grubb,grubben,grubbe,grubbst,grubbt,grubbte,gegrubbt,grubbte,grubb,grubbt,haben
simmelier,simmelieren,simmeliere,simmelierst,simmeliert,simmelierte,simmeliert,simmelierte,simmelier,simmeliert,haben
entwurzel,entwurzeln,entwurzele,entwurzelst,entwurzelt,entwurzelte,entwurzelt,entwurzelte,entwurzel,entwurzelt,haben
digerier,digerieren,digeriere,digerierst,digeriert,digerierte,digeriert,digerierte,digerier,digeriert,haben
schuck,schucken,schucke,schuckst,schuckt,schuckte,geschuckt,schuckte,schuck,schuckt,haben
tap,tapen,tape,tapst,tapt,tapte,getapt,tapte,tap,tapt,haben
groov,grooven,groove,groovst,groovt,groovte,gegroovt,groovte,groov,groovt,haben
schlampamp,schlampampen,schlampampe,schlampampst,schlampampt,schlampampte,schlampampt,schlampampte,schlampamp,schlampampt,haben
schiefgeh,schiefgehen,—,—,geht schief,ging schief,schiefgegangen,ginge schief,—,—,sein
fortifizier,fortifizieren,fortifiziere,fortifizierst,fortifiziert,fortifizierte,fortifiziert,fortifizierte,fortifizier,fortifiziert,haben
hochzieh,hochziehen,ziehe hoch,ziehst hoch,zieht hoch,zog hoch,hochgezogen,zöge hoch,zieh hoch,zieht hoch,haben
äußerl,äußerln,äußerle,äußerlst,äußerlt,äußerlte,geäußerlt,äußerlte,äußerl,äußerlt,haben
desinfizier,desinfizieren,desinfiziere,desinfizierst,desinfiziert,desinfizierte,desinfiziert,desinfizierte,desinfizier,desinfiziert,haben
ausrück,ausrücken,rücke aus,rückst aus,rückt aus,rückte aus,ausgerückt,rückte aus,rück aus,rückt aus,haben
einringel,einringeln,ringle ein,ringelst ein,ringelt ein,ringelte ein,eingeringelt,ringelte ein,ringel ein,ringelt ein,haben
ausheb,ausheben,hebe aus,hebst aus,hebt aus,hob aus,ausgehoben,höbe aus,heb aus,hebt aus,haben
echo,echoen,echoe,echost,echot,echote,geechot,echote,echo,echot,haben
einklemm,einklemmen,klemme ein,klemmst ein,klemmt ein,klemmte ein,eingeklemmt,klemmte ein,klemm ein,klemmt ein,haben
verrück,verrücken,verrücke,verrückst,verrückt,verrückte,verrückt,verrückte,verrück,verrückt,haben
stimulier,stimulieren,stimuliere,stimulierst,stimuliert,stimulierte,stimuliert,stimulierte,stimulier,stimuliert,haben
grignardier,grignardieren,grignardiere,grignardierst,grignardiert,grignardierte,grignardiert,grignardierte,grignardier,grignardiert,haben
gravitier,gravitieren,gravitiere,gravitierst,gravitiert,gravitierte,gravitiert,gravitierte,gravitier,gravitiert,haben
tänzel,tänzeln,tänzel,tänzelst,tänzelt,tänzelte,getänzelt,tänzelte,tänzel,tänzelt,haben
entschädig,entschädigen,entschädige,entschädigst,entschädigt,entschädigte,entschädigt,entschädigte,entschädig,entschädigt,haben
schreiner,schreinern,schreinere,schreinerst,schreinert,schreinerte,geschreinert,schreinerte,schreinere,schreinert,haben
plausch,plauschen,plausche,plauschst,plauscht,plauschte,geplauscht,plauschte,plausch,plauscht,haben
mesalliier,mesalliieren,mesalliiere,mesalliierst,mesalliiert,mesalliierte,mesalliiert,mesalliierte,mesalliier,mesalliiert,haben
transliterier,transliterieren,transliteriere,transliterierst,transliteriert,transliterierte,transliteriert,transliterierte,transliteriere,transliteriert,haben
hatsch,hatschen,hatsche,hatschst,hatscht,hatschte,gehatscht,hatschte,hatsch,hatscht,sein
fletsch,fletschen,fletsche,fletschst,fletscht,fletschte,gefletscht,fletschte,fletsch,fletscht,haben
tau,tauen,—,—,taut,taute,getaut,taute,—,—,sein
schredder,schreddern,schreddere,schredderst,schreddert,schredderte,geschreddert,schredderte,schredder,schreddert,haben
arretier,arretieren,arretiere,arretierst,arretiert,arretierte,arretiert,arretierte,arretier,arretiert,haben
priem,priemen,prieme,priemst,priemt,priemte,gepriemt,priemte,priem,priemt,haben
andien,andienen,diene an,dienst an,dient an,diente an,angedient,diente an,dien an,dient an,haben
davonstehl,davonstehlen,stehle davon,stiehlst davon,stiehlt davon,stahl davon,davongestohlen,stähle davon,stiehl davon,stehlt davon,haben
alm,almen,alme,almst,almt,almte,gealmt,almte,alm,almt,haben
schmälz,schmälzen,schmälze,schmälzt,schmälzt,schmälzte,geschmälzt,schmälzte,schmälz,schmälzt,haben
ferkel,ferkeln,ferkle,ferkelst,ferkelt,ferkelte,geferkelt,ferkelte,ferkle,ferkelt,haben
beferkel,beferkeln,beferkle,beferkelst,beferkelt,beferkelte,beferkelt,beferkelte,beferkle,beferkelt,haben
verschmelz,verschmelzen,verschmelze,verschmilzt,verschmilzt,verschmolz,verschmolzen,verschmölze,verschmilz,verschmelzt,sein
verfälsch,verfälschen,verfälsche,verfälschst,verfälscht,verfälschte,verfälscht,verfälschte,verfälsch,verfälscht,haben
spoiler,spoilern,spoilere,spoilerst,spoilert,spoilerte,gespoilert,spoilerte,spoiler,spoilert,haben
demaskier,demaskieren,demaskiere,demaskierst,demaskiert,demaskierte,demaskiert,demaskierte,demaskier,demaskiert,haben
anknot,anknoten,knote an,knotest an,knotet an,knotete an,angeknotet,knotete an,knote an,knotet an,haben
wiederkäu,wiederkäuen,käue wieder,käust wieder,käut wieder,käute wieder,wiedergekäut,käute wieder,käue wieder,käut wieder,haben
vercharter,verchartern,verchartere,vercharterst,verchartert,vercharterte,verchartert,vercharterte,vercharter,verchartert,haben
entlarv,entlarven,entlarve,entlarvst,entlarvt,entlarvte,entlarvt,entlarvte,entlarv,entlarvt,haben
quorr,quorren,quorre,quorrst,quorrt,quorrte,gequorrt,quorrte,quorr,quorrt,haben
trommel,trommeln,trommele,trommelst,trommelt,trommelte,getrommelt,trommelte,trommel,trommelt,haben
verpeil,verpeilen,verpeile,verpeilst,verpeilt,verpeilte,verpeilt,verpeilte,verpeil,verpeilt,haben
vorwerf,vorwerfen,werfe vor,wirfst vor,wirft vor,warf vor,vorgeworfen,würfe vor,wirf vor,werft vor,haben
aufmontier,aufmontieren,montiere auf,montierst auf,montiert auf,montierte auf,aufmontiert,montierte auf,montiere auf,montiert auf,haben
übereinkomm,übereinkommen,komme überein,kommst überein,kommt überein,kam überein,übereingekommen,käme überein,komm überein,kommt überein,sein
anstier,anstieren,stiere an,stierst an,stiert an,stierte an,angestiert,stierte an,stier an,stiert an,haben
verstopf,verstopfen,verstopfe,verstopfst,verstopft,verstopfte,verstopft,verstopfte,verstopf,verstopft,haben
auditier,auditieren,auditiere,auditierst,auditiert,auditierte,auditiert,auditierte,auditier,auditiert,haben
strull,strullen,strulle,strullst,strullt,strullte,gestrullt,strullte,strull,strullt,haben
ausfrier,ausfrieren,friere aus,frierst aus,friert aus,fror aus,ausgefroren,fröre aus,frier aus,friert aus,sein
bekleid,bekleiden,bekleide,bekleidest,bekleidet,bekleidete,bekleidet,bekleidete,bekleid,bekleidet,haben
fitspritz,fitspritzen,spritze fit,spritzt fit,spritzt fit,spritzte fit,fitgespritzt,spritzte fit,spritz fit,spritzt fit,haben
zähn,zähnen,zähne,zähnst,zähnt,zähnte,gezähnt,zähnte,zähn,zähnt,haben
senn,sennen,senne,sennst,sennt,sennte,gesennt,sennte,senn,sennt,haben
funkel,funkeln,funkle,funkelst,funkelt,funkelte,gefunkelt,funkelte,funkle,funkelt,haben
ermahn,ermahnen,ermahne,ermahnst,ermahnt,ermahnte,ermahnt,ermahnte,ermahn,ermahnt,haben
zacker,zackern,zackere,zackerst,zackert,zackerte,gezackert,zackerte,zacker,zackert,haben
unterjubel,unterjubeln,juble unter,jubelst unter,jubelt unter,jubelte unter,untergejubelt,jubelte unter,juble unter,jubelt unter,haben
frustrier,frustrieren,frustriere,frustrierst,frustriert,frustrierte,frustriert,frustrierte,frustrier,frustriert,haben
supinier,supinieren,supiniere,supinierst,supiniert,supinierte,supiniert,supinierte,supinier,supiniert,haben
inkludier,inkludieren,inkludiere,inkludierst,inkludiert,inkludierte,inkludiert,inkludierte,inkludier,inkludiert,haben
niedersetz,niedersetzen,setze nieder,setzt nieder,setzt nieder,setzte nieder,niedergesetzt,setzte nieder,setz nieder,setzt nieder,haben
policier,policieren,policiere,policierst,policiert,policierte,policiert,policierte,policier,policiert,haben
asservier,asservieren,asserviere,asservierst,asserviert,asservierte,asserviert,asservierte,asservier,asserviert,haben
strichlier,strichlieren,strichliere,strichlierst,strichliert,strichlierte,strichliert,strichlierte,strichlier,strichliert,haben
tränk,tränken,tränke,tränkst,tränkt,tränkte,getränkt,tränkte,tränk,tränkt,haben
krankmach,krankmachen,mache krank,machst krank,macht krank,machte krank,krankgemacht,machte krank,mach krank,macht krank,haben
obs,obsen,obse,obst,obst,obste,geobst,obste,obs,obst,haben
dazustoß,dazustoßen,stoße dazu,stößt dazu,stößt dazu,stieß dazu,dazugestoßen,stieße dazu,stoß dazu,stoßt dazu,sein
aufbock,aufbocken,bocke auf,bockst auf,bockt auf,bockte auf,aufgebockt,bockte auf,bock auf,bockt auf,haben
aufjack,aufjacken,jacke auf,jackst auf,jackt auf,jackte auf,aufgejackt,jackte auf,jack auf,jackt auf,haben
bik,biken,bike,bikst,bikt,bikte,gebikt,bikte,bike,bikt,haben
ausborg,ausborgen,borge aus,borgst aus,borgt aus,borgte aus,ausgeborgt,borgte aus,borg aus,borgt aus,haben
zuführ,zuführen,führe zu,führst zu,führt zu,führte zu,zugeführt,führte zu,führ zu,führt zu,haben
deichsel,deichseln,deichsle,deichselst,deichselt,deichselte,gedeichselt,deichselte,deichsle,deichselt,haben
anheft,anheften,hefte an,heftest an,heftet an,heftete an,angeheftet,heftete an,hefte an,heftet an,haben
muh,muhen,muhe,muhst,muht,muhte,gemuht,muhte,muh,muht,haben
friemel,friemeln,friemle,friemelst,friemelt,friemelte,gefriemelt,friemelte,friemel,friemelt,haben
abhelf,abhelfen,helfe ab,hilfst ab,hilft ab,half ab,abgeholfen,hülfe ab,hilf ab,helft ab,haben
fummel,fummeln,fummle,fummelst,fummelt,fummelte,gefummelt,fummelte,fummel,fummelt,haben
piesel,pieseln,piesle,pieselst,pieselt,pieselte,gepieselt,pieselte,piesel,pieselt,haben
antörn,antörnen,törne an,törnst an,törnt an,törnte an,angetörnt,törnte an,törn an,törnt an,haben
abtörn,abtörnen,törne ab,törnst ab,törnt ab,törnte ab,abgetörnt,törnte ab,törn ab,törnt ab,haben
bemehl,bemehlen,bemehle,bemehlst,bemehlt,bemehlte,bemehlt,bemehlte,bemehl,bemehlt,haben
anbagger,anbaggern,bagger an,baggerst an,baggert an,baggerte an,angebaggert,baggerte an,bagger an,baggert an,haben
grabbel,grabbeln,grabbel,grabbelst,grabbelt,grabbelte,gegrabbelt,grabbelte,grabbel,grabbelt,haben
wurschtel,wurschteln,wurschtle,wurschtelst,wurschtelt,wurschtelte,gewurschtelt,wurschtelte,wurschtel,wurschtelt,haben
tatsch,tatschen,tatsche,tatschst,tatscht,tatschte,getatscht,tatschte,tatsch,tatscht,haben
befinger,befingern,befingere,befingerst,befingert,befingerte,befingert,befingerte,befinger,befingert,haben
tüftel,tüfteln,tüftel,tüftelst,tüftelt,tüftelte,getüftelt,tüftelte,tüftel,tüftelt,haben
klüter,klütern,klüter,klüterst,klütert,klüterte,geklütert,klüterte,klüter,klütert,haben
klabüster,klabüstern,klabüstre,klabüsterst,klabüstert,klabüsterte,klabüstert,klabüsterte,klabüster,klabüstert,haben
spekulier,spekulieren,spekuliere,spekulierst,spekuliert,spekulierte,spekuliert,spekulierte,spekulier,spekuliert,haben
hort,horten,horte,hortest,hortet,hortete,gehortet,hortete,hort,hortet,haben
rumballer,rumballern,ballere rum,ballerst rum,ballert rum,ballerte rum,rumgeballert,ballerte rum,baller rum,ballert rum,haben
entwind,entwinden,entwinde,entwindest,entwindet,entwand,entwunden,entwände,entwinde,entwindet,haben
pfusch,pfuschen,pfusche,pfuscht,pfuscht,pfuschte,gepfuscht,pfuschte,pfusch,pfuscht,haben
bördel,bördeln,bördele,bördelst,bördelt,bördelte,gebördelt,bördelte,bördel,bördelt,haben
herricht,herrichten,richte her,richtest her,richtet her,richtete her,hergerichtet,richtete her,richt her,richtet her,haben
stagel,stageln,stagle,stagelst,stagelt,stagelte,gestagelt,stagelte,stagle,stagelt,haben
schulstagel,schulstageln,stagle Schule,stagelst Schule,stagelt Schule,stagelte Schule,Schule gestagelt,stagelte Schule,stagle Schule,stagelt Schule,haben
